Name,SMILES
ab_enamine166,COCc1cccc(c1)S(=O)(=O)NCC1(CCOCC1)C(=O)O
ab_enamine167,Cc1ccc(C)c(c1)S(=O)(=O)NC(CCC(=O)N)C(=O)O
ab_enamine168,OC(=O)CC1(CCOCC1)NS(=O)(=O)c1ccc(F)c(F)c1
ab_enamine169,Cc1ccc(cc1C)S(=O)(=O)NC(=O)[C@@H]1CC[C@@H](O1)C(=O)O
ab_enamine170,CCn1cc(nc1C)S(=O)(=O)Nc1ccc(C(=O)O)c(OC)c1
ab_enamine171,COc1ccc(CC(=O)O)cc1S(=O)(=O)Nc1cc2CCCCn2n1
ab_enamine172,C[C@@H]1CNC(=O)C2(CCNCC2)COCC=CCN(C)S(=O)(=O)c2cccc(c2)C(=O)N1.OC(=O)C(F)(F)F
ab_enamine173,CCC(=O)CC(NS(=O)(=O)c1ccc(cc1)C(=O)C)C(=O)O
ab_enamine174,COc1ccc(cc1C(=O)N1CC[C@H](N)[C@@H]1C)S(=O)(=O)N
ab_enamine175,COCC(NS(=O)(=O)c1ccc(C#N)cc1C)C(=O)O
ab_enamine176,COC(C)CS(=O)(=O)Nc1cc(C(=O)O)c(F)c(F)c1F
ab_enamine177,CC(C)[C@H](NC(=O)CN(C)S(=O)(=O)c1cccc(c1)[N+](=O)[O-])C(=O)O
ab_enamine178,Cl.CC(NS(=O)(=O)C1CCCOC1)C1CCCNC1
ab_enamine179,CCCS(=O)(=O)Nc1cccc(NC(=O)C2CC2C(=O)O)c1
ab_enamine180,CNS(=O)(=O)c1cccc(NC(=O)C(C)(OC)C(=O)O)c1C
ab_enamine181,Cl.NS(=O)(=O)c1ccc(cc1)C(=O)NCCCNC1CC1
ab_enamine182,CC(=O)Nc1ncc(s1)S(=O)(=O)Nc1ccc(cc1)C(=O)O
ab_enamine183,CCC(=O)c1cccc(c1)S(=O)(=O)NC(C(=O)O)c1ccnn1C
ab_enamine184,CCN1CCNC(=O)C2(CCNC2)CC=CCN(C)S(=O)(=O)c2cccc(c2)C1=O
ab_enamine185,CC1(CCOCC1)NS(=O)(=O)Cc1cccc(c1)C(=O)O
ab_enamine186,CCn1cc(NS(=O)(=O)c2cc(C(=O)O)c(F)cc2F)cn1
ab_enamine187,CC(N)CCC(=O)NC(C)c1ccccc1NS(=O)(=O)C
ab_enamine188,Cl.CNS(=O)(=O)N1CCN(CC1)C(=O)CN1CCCC1
ab_enamine189,Cc1cc(sc1C(=O)O)S(=O)(=O)Nc1c(C)noc1C
ab_enamine190,CC(=O)Nc1ccc(c(F)c1)S(=O)(=O)N[C@@H]1CC[C@@H](C1)C(=O)O
ab_enamine191,Cc1ccc(cc1C(=O)O)S(=O)(=O)Nc1ccc(O)c(NC(=O)CO)c1
ab_enamine192,CCNS(=O)(=O)C1CCN(C1)C(=O)c1cc(C)c(OCC(=O)O)c(C)c1
ab_enamine193,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O
ab_enamine194,OC(=O)c1cc(O)c(Cl)c(NS(=O)(=O)N2CCCC2)c1
ab_enamine195,CCOc1ccc(cc1)S(=O)(=O)NC(C(=O)O)c1cnn(C)c1
ab_enamine196,OC(=O)Cc1ccccc1CNS(=O)(=O)CC1CCOCC1
ab_enamine197,CN(C1CCNC1)C(=O)c1cc(c(C)s1)S(=O)(=O)N
ab_enamine198,C[C@H](NS(=O)(=O)c1ccc(OCC2CCOC2)c(F)c1)C(=O)O
ab_enamine199,CS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc(OCC(=O)O)cc2)cc1C(F)F
ab_enamine200,CC(C)n1ccc(NS(=O)(=O)c2ccc(OCC(=O)O)cc2)n1
ab_enamine201,Cc1nc(cn1C)S(=O)(=O)Nc1ccc(C(=O)O)c(Cl)c1
ab_enamine202,OC(=O)c1cc(O)cc(NS(=O)(=O)c2ccnn2C2CCC2)c1
ab_enamine203,OC(=O)[C@@H]1CCC[C@@H]1NC(=O)CCNS(=O)(=O)c1ccccc1
ab_enamine204,Cc1cccc(C(=O)N)c1NS(=O)(=O)c1csc(c1)C(=O)O
ab_enamine205,Cc1c(cnn1C)S(=O)(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O
ab_enamine206,Cl.NC1(CNS(=O)(=O)C2CCS(=O)(=O)CC2)CCCCCC1
ab_enamine207,CCc1onc(C)c1NS(=O)(=O)c1ccc(OCC(=O)O)c(Cl)c1
ab_enamine208,CCOC(=O)N1CCC(CC1)N1CCC(CC1)OCCN1CCCC1
ab_enamine209,COc1cncc(c1)S(=O)(=O)NC[C@H]1CC[C@@H](CC1)C(=O)O
ab_enamine210,OC(=O)[C@@H]1CCCCC[C@@H]1NS(=O)(=O)c1cnn(c1)C1CCOC1
ab_enamine211,OC(=O)C1Nc2cc(ccc2S(=O)(=O)N1)C(F)(F)F
ab_enamine212,CC(C)n1cc(cn1)S(=O)(=O)NC1(CN)CCOCC1
ab_enamine213,Cc1ccc(cc1)C(CC(=O)O)NS(=O)(=O)N1CCOCC1
ab_enamine214,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CCC=CC1)C2=O)C(=O)O
ab_enamine215,Cc1ncc(CNS(=O)(=O)c2ccc(C)c(OCC(=O)O)c2C)o1
ab_enamine216,CC(C)[C@@H](NS(=O)(=O)c1c(Cl)cnn1C)C(=O)O
ab_enamine217,OC1(CNS(=O)(=O)c2ccccc2[N+](=O)[O-])CCNC1
ab_enamine218,CCC(NS(=O)(=O)c1ccc(cc1C)C(=O)O)C(=O)N
ab_enamine219,Fc1cc(ccc1n1cccn1)S(=O)(=O)N[C@H]1[C@@H]2CNC[C@H]12
ab_enamine220,CN(C)C(=O)OC1CCN(CC1)C(=O)C(CO)NC(=O)N
ab_enamine221,CS(=O)(=O)NCc1ccc(NC(=O)c2cccc(n2)C(=O)O)cc1
ab_enamine222,Cc1nc(cn1C)S(=O)(=O)Nc1cccc(C(=O)O)c1C
ab_enamine223,OC(=O)c1csc(c1)S(=O)(=O)Nc1cccc(c1)S(=O)(=O)N1CCCC1
ab_enamine224,CC(C)(CC(=O)O)NC(=O)c1ccc(cc1)S(=O)(=O)NC1CC1
ab_enamine225,OC(=O)C(CC(F)(F)F)NS(=O)(=O)c1c[nH]c2ncccc12
ab_enamine226,CCc1noc(C)c1NS(=O)(=O)c1ccc(C(=O)O)c(F)c1
ab_enamine227,CCS(=O)(=O)N1CCCC(C1)C(=O)NS(=O)(=O)C
ab_enamine228,OC(=O)C(Cc1ccncc1)NS(=O)(=O)c1ccc(cc1)N1CCCC1=O
ab_enamine229,OC(=O)C1(CNS(=O)(=O)c2c(F)cccc2F)CCOCC1
ab_enamine230,CCC(CC(=O)O)NS(=O)(=O)c1ccc(C)c(c1)C(=O)N
ab_enamine231,Cc1cc(ccc1OCC(=O)O)S(=O)(=O)Nc1ccc(cc1)N1CCCS1(=O)=O
ab_enamine232,COc1ccc2C(=O)NCC3(CCOCC3)NC(=O)C3(CCNCC3)COCC=CCOc2c1
ab_enamine233,CNS(=O)(=O)CCNC(=O)N1CCN(C[C@@H]1C)C1CCOCC1
ab_enamine234,Cc1nc(C)c(s1)S(=O)(=O)NCC1CNCCCO1
ab_enamine235,Cc1cc(F)cc(C(=O)O)c1NS(=O)(=O)c1cn(C)cn1
ab_enamine236,Cc1cc(sc1C(=O)O)S(=O)(=O)Nc1cnn(CCF)c1
ab_enamine237,CNS(=O)(=O)c1ccc(NC(=O)c2ccc(cn2)C(=O)O)cc1
ab_enamine238,NS(=O)(=O)c1ccc(CCNC(=O)c2cc(co2)C(=O)O)cc1
ab_enamine239,CC1CN(CCS(=O)(=O)N)CC1N1CCCN(CC1)C(=O)C
ab_enamine240,OC(=O)CNS(=O)(=O)c1cccc(NC(=O)c2ccc3NC(=O)CCc3c2)c1
ab_enamine241,CC1(C)CCCC(C1)(NC(=O)c1ccc(o1)S(=O)(=O)N)C(=O)O
ab_enamine242,OC(=O)C1CCN(CC1)S(=O)(=O)NCCOc1ccc(F)cc1F
ab_enamine243,CC1(CNS(=O)(=O)c2ccc(C(=O)O)c(c2)C(F)(F)F)CCC(=O)N1
ab_enamine244,CC1(C)CN(CCO1)S(=O)(=O)NCc1ccc(cc1)C(=O)O
ab_enamine245,Cl.Cc1ccc(cc1C(=O)N)S(=O)(=O)NC1CCNC1
ab_enamine246,Cc1ccc(cc1S(=O)(=O)NCc1nnc2ccccn12)C(=O)O
ab_enamine247,COc1ccc(cc1C(=O)O)S(=O)(=O)NCC(C)(C)N1CCOCC1
ab_enamine248,COC(=O)C1CCCCC1(C)NCCCNS(=O)(=O)C
ab_enamine249,Cc1c(cnn1C)S(=O)(=O)NCC(Oc1ccc(F)cc1)C(=O)O
ab_enamine250,Cc1c(NS(=O)(=O)c2ccc(cc2C)C(=O)O)cnn1C1CCOCC1
ab_enamine251,CC(O)(CNS(=O)(=O)c1cc(F)ccc1Cl)C(=O)O
ab_enamine252,Cl.Cn1cc(cc1C(=O)N)S(=O)(=O)NC1CCCNC1
ab_enamine253,OC(=O)CNS(=O)(=O)c1cccc(NC(=O)C2CC3CC2C=C3)c1
ab_enamine254,COC(C(C)NS(=O)(=O)N1CCCC1C(=O)O)c1ccc(OC)cc1
ab_enamine255,CNS(=O)(=O)c1ccc(o1)C(=O)N1CC(CN(C)C)C1
ab_enamine256,COc1nn(C)cc1NS(=O)(=O)c1cc(C)c(s1)C(=O)O
ab_enamine257,OC(=O)[C@@H]1CC[C@@H]1S(=O)(=O)NCC1OCc2ccccc12
ab_enamine258,CC(C)CC(C)OC(=O)NC(Cn1ccc(=O)[nH]c1=O)C(=O)O
ab_enamine259,OC(=O)c1cc(NS(=O)(=O)c2ncc[nH]2)cc(c1)C(F)(F)F
ab_enamine260,CC(O)(CNS(=O)(=O)CCc1cccc(Cl)c1)C(=O)O
ab_enamine261,CC(COC1CCOC1)NS(=O)(=O)c1cccc(c1)C(=O)O
ab_enamine262,COc1ccc(cc1NS(=O)(=O)c1cc(CC(=O)O)ccc1OC)[N+](=O)[O-]
ab_enamine263,CNC(=O)c1ccc(cc1)S(=O)(=O)NC1CC21CCNCC2
ab_enamine264,CCS(=O)(=O)NCc1ccc(cc1)C(=O)N1CCCCC1C(=O)O
ab_enamine265,OC(=O)C1(CNS(=O)(=O)c2cc3OCCOc3cc2Cl)CCOCC1
ab_enamine266,OC(=O)c1cc(NS(=O)(=O)c2ccc(cc2)N2CCCC2=O)cc2OCCOc12
ab_enamine267,Cn1cc(CC(NS(=O)(=O)c2cccnc2C(F)(F)F)C(=O)O)cn1
ab_enamine268,OC(=O)C(NS(=O)(=O)CC1CCOC1)c1ccc(Cl)cc1
ab_enamine269,NS(=O)(=O)c1cccc(c1)N1C(=O)c2ccc(cc2C1=O)C(=O)O
ab_enamine270,O[C@H]1CCN(C1)S(=O)(=O)c1ccccc1S(=O)(=O)Nc1nnc[nH]1
ab_enamine271,Cc1cc(C)c(C(=O)O)c(NS(=O)(=O)N2CCOCC2)c1
ab_enamine272,CC1CCCN1S(=O)(=O)Nc1cccc(F)c1C(=O)O
ab_enamine273,CNC1CCCN(C1)C(=O)Cc1cccc(NS(=O)(=O)C)c1
ab_enamine274,Cc1ncc(cc1C#N)S(=O)(=O)NC(C(=O)O)c1ccccc1
ab_enamine275,Cn1cnc(c1)S(=O)(=O)Nc1cc(ccc1F)C(=O)O
ab_enamine276,OC(=O)COc1ccc(cc1Cl)S(=O)(=O)NCC1=CCCOC1
ab_enamine277,CC(NS(=O)(=O)c1ccccc1)C(=O)NC(CC(=O)O)C1CC1
ab_enamine278,OC(=O)C(CNS(=O)(=O)CCC1CCC1)C1CCOCC1
ab_enamine279,OC(=O)C1(CCOC1)NS(=O)(=O)Cc1cc(Cl)ccc1F
ab_enamine280,COCCn1nc(C)c(NS(=O)(=O)c2cc(F)c(C)c(c2)C(=O)O)c1C
ab_enamine281,O=C(CNC(=O)NCc1ccco1)NS(=O)(=O)N1CCCC1
ab_enamine282,COc1ccc(cc1S(=O)(=O)NC(C)C)C(=O)N1CCCC(C1)C(=O)O
ab_enamine283,OC(=O)c1ccc(c(Cl)c1)S(=O)(=O)Nc1ccn(n1)C1CCOCC1
ab_enamine284,OC(=O)COc1ccc(cc1)S(=O)(=O)NCc1ccoc1
ab_enamine285,OC(=O)c1cccc(c1)S(=O)(=O)Nc1cnn(CC2CC2)c1
ab_enamine286,CN(C1CCNC1)C(=O)c1ccc(c(F)c1)S(=O)(=O)N
ab_enamine287,CNS(=O)(=O)CC(=O)N[C@@H]1CCC[C@@H]1N1CCC(O)C1
ab_enamine288,CS(=O)(=O)Nc1ccc(NC(=O)C2CC=CCC2C(=O)O)cc1
ab_enamine289,CCO[C@H]1C[C@@H](C1)NS(=O)(=O)c1ccc(C(=O)O)c(F)c1
ab_enamine290,Cc1nn(C)c(N2CCOCC2)c1CNCCCNS(=O)(=O)C
ab_enamine291,CCn1cncc1S(=O)(=O)NC[C@]12C[C@]1(CNC2)C(F)(F)F
ab_enamine292,CC1CCC(CC1)NS(=O)(=O)CC(=O)N1CCCCC1C(=O)O
ab_enamine293,OC(=O)C(CNS(=O)(=O)C1CC1)Oc1ccc(F)cc1
ab_enamine294,OC(=O)C(NS(=O)(=O)c1ccc(cc1)C(F)F)C1CCOC1
ab_enamine295,CC(=O)NS(=O)(=O)c1ccc(NC(=O)CC2(CC(=O)O)CCCCC2)cc1
ab_enamine296,CC(NS(=O)(=O)c1cnn(C)c1C)c1ccc(OCC(=O)O)cc1
ab_enamine297,CCn1nc(C)c(c1C)S(=O)(=O)NC1CCC(CC1)C(=O)O
ab_enamine298,Fc1ccc2ncc(cc2c1)S(=O)(=O)N[C@H]1[C@@H]2CNC[C@H]12
ab_enamine299,CN(C1CCC(F)(F)CC1)C(=O)CNS(=O)(=O)c1ccc(cc1)C(=O)O
ab_enamine300,OC(=O)[C@@H]1CC[C@@H](C1)NS(=O)(=O)c1ccc2OCCCOc2c1
ab_enamine301,CC1CC2CCC(CN2C1)C(=O)N1CCC(C1)OC(=O)N(C)C
ab_enamine302,CC(C)(C(=O)O)C(=O)Nc1ccc(CNS(=O)(=O)C)cc1
ab_enamine303,COc1cc2NC(=O)COc2cc1S(=O)(=O)NCC(C)(O)CN(C)C
ab_enamine304,CNS(=O)(=O)c1ccc(o1)C(=O)N(Cc1ccccc1)C(C)C(=O)O
ab_enamine305,OC(=O)c1cccc(c1)S(=O)(=O)Nc1ccc2CNC(=O)c2c1
ab_enamine306,Cc1noc(C)c1CCNS(=O)(=O)c1c(C)oc(C)c1C(=O)O
ab_enamine307,COc1cc(cc(C(=O)O)c1OC)S(=O)(=O)Nc1cccc(c1)n1cn[nH]c1=O
ab_enamine308,OC(=O)c1ccc(cc1)S(=O)(=O)N[C@@H]1C[C@H]2CC[C@@H]1O2
ab_enamine309,Cl.CNS(=O)(=O)c1ccc(CNC(=O)[C@@]23CCC[C@@H]2CNC3)cc1
ab_enamine310,COC1(CS(=O)(=O)Nc2cccc(CC(=O)O)c2)CCC1
ab_enamine311,COc1cncc(c1)S(=O)(=O)Nc1ccc(cc1O)C(=O)O
ab_enamine312,CC(C)C(CNS(=O)(=O)C1CN(C1)C(=O)C1CCCC1)C(=O)O
ab_enamine313,OC(=O)C(CC1CCOC1)NS(=O)(=O)c1cnn(c1)c1ccccc1
ab_enamine314,CC(Cc1ccc(NS(=O)(=O)c2cnn(c2)C2CCOCC2)cc1)C(=O)O
ab_enamine315,CC(C)n1cc(NS(=O)(=O)c2ccc(OCC(=O)O)c(Cl)c2)cn1
ab_enamine316,COc1cc(O)cc(NS(=O)(=O)c2cc(C(=O)O)c3OCCOc3c2)c1
ab_enamine317,OC(=O)c1cc(F)ccc1NS(=O)(=O)N1CCCCC1
ab_enamine318,CC(C)Oc1ccc(cc1)S(=O)(=O)NC1(CC(=O)O)CCOC1
ab_enamine319,Cn1cc(CNCCCNS(=O)(=O)C)c(n1)c1ccncc1
ab_enamine320,NS(=O)(=O)c1ccc(CCNC(=O)c2cccc(n2)C(=O)O)cc1
ab_enamine321,NC(=O)C1CCN(CCCNC(=O)Nc2ccc(cc2)S(=O)(=O)N)CC1
ab_enamine322,CCc1ccc(NS(=O)(=O)N2CCC(CC2)OC)c(c1)C(=O)O
ab_enamine323,Nc1ccc(CCNS(=O)(=O)N2C[C@@H]3C[C@H]2CN3)cc1
ab_enamine324,Cc1[nH]ncc1S(=O)(=O)NCc1cccc(c1)C(=O)O
ab_enamine325,CSc1cc(ccc1NS(=O)(=O)c1cc(C(=O)N)n(C)c1)C(=O)O
ab_enamine326,CCOC(=O)N1CCC(CC1)NCC1CC(C1)(OC)OC
ab_enamine327,Cc1ccc(c(C)c1)S(=O)(=O)NCCC(=O)N1CCOC(CC(=O)O)C1
ab_enamine328,CNS(=O)(=O)CCCN[C@H]1CCO[C@@H]1c1c(C)nn(C)c1C
ab_enamine329,CCCOc1ccc(cc1NS(=O)(=O)N1CCCOCC1)C(=O)O
ab_enamine330,Cn1ccc(NS(=O)(=O)c2cc(C(=O)O)c(F)cc2Cl)n1
ab_enamine331,Cc1cc(NS(=O)(=O)N2CCCOCC2)c(cc1C)C(=O)O
ab_enamine332,OC(=O)c1ccc(cc1)S(=O)(=O)NCC1CCCOC1
ab_enamine333,OC(=O)c1ccc(F)c(CNS(=O)(=O)N2CCCC2)c1
ab_enamine334,COc1ccc(cc1S(=O)(=O)Nc1ccc(cc1)S(=O)(=O)NC1CCC(O)CC1)C(=O)O
ab_enamine335,COC(C)(C(=O)O)C(=O)Nc1ccc(cc1)S(=O)(=O)NC(C)C
ab_enamine336,CC(C)(C(=O)O)c1ccc(NS(=O)(=O)N2CCCOCC2)cc1
ab_enamine337,OC(=O)Cc1cccc(NS(=O)(=O)c2cnc(s2)C2CC2)c1
ab_enamine338,CCc1nc(C)c(NS(=O)(=O)c2ccc(OC)c(c2)C(=O)O)s1
ab_enamine339,CCn1cc(cn1)S(=O)(=O)NCC(C(=O)O)c1ccccc1
ab_enamine340,NS(=O)(=O)c1cccnc1NC1CCN(CC2CCOC2)CC1
ab_enamine341,CC(C)n1nc(C)c(NS(=O)(=O)c2ccc(CC(=O)O)cc2)c1C
ab_enamine342,Cc1sc(cc1S(=O)(=O)Nc1ccn(CCC#N)n1)C(=O)O
ab_enamine343,Cc1c(cnn1C)C(NS(=O)(=O)[C@@H]1C[C@H]1c1ccccc1)C(=O)O
ab_enamine344,OC(=O)CCCc1ccc(NS(=O)(=O)c2ncc[nH]2)cc1
ab_enamine345,CCS(=O)(=O)c1cccc(c1)S(=O)(=O)N[C@@H](C(C)C)C(=O)O
ab_enamine346,Cc1oc(cc1S(=O)(=O)N)C(=O)NCC1(O)CN2CCC1CC2
ab_enamine347,NC1(CNS(=O)(=O)c2cccc3cnccc23)CCOCC1
ab_enamine348,CCCC(C)(NS(=O)(=O)c1ccc(cc1)S(=O)(=O)C)C(=O)O
ab_enamine349,OC(=O)c1ccc(CS(=O)(=O)NCCC2CCCO2)cc1
ab_enamine350,OC(=O)C1(CCC1)C(=O)NS(=O)(=O)c1cc2ccccc2o1
ab_enamine351,CCc1oncc1NS(=O)(=O)c1ccc(C(=O)O)c(Cl)c1
ab_enamine352,Cc1nn(C)c(C)c1S(=O)(=O)NC(=O)CN1C(=O)C2C3CCC(O3)C2C1=O
ab_enamine353,COC(=O)NCCc1cn(nn1)[C@@H]1CN(C[C@H]1O)C(=O)c1c[nH]c(=O)n(C)c1=O
ab_enamine354,CC(C)(CNS(=O)(=O)c1cnn(CC(=O)O)c1)c1ccc2OCOc2c1
ab_enamine355,CCn1nncc1CNS(=O)(=O)c1cc(Cl)ccc1C(=O)O
ab_enamine356,CCOc1ccc(cc1C(=O)O)S(=O)(=O)Nc1cccn(CC)c1=O
ab_enamine357,COc1cc(NS(=O)(=O)c2cc(cs2)C(=O)O)cc(OC)c1
ab_enamine358,Cc1noc(C)c1CNS(=O)(=O)c1csc(c1)C(=O)O
ab_enamine359,Cl.COC1CNCC1NS(=O)(=O)CCOC(C)C
ab_enamine360,CC(NS(=O)(=O)c1ccc(F)cc1)C(=O)NC1(CC(=O)O)CCC1
ab_enamine361,COCCOc1cc(ccc1NS(=O)(=O)N1CC2CCC1C2)C(=O)O
ab_enamine362,CCC(NS(=O)(=O)c1ccc(nc1)C(=O)O)C1CCCO1
ab_enamine363,CC(C)Oc1ccc(cc1NS(=O)(=O)c1cnc2CCCn12)C(=O)O
ab_enamine364,Cl.CS(=O)(=O)c1ccc(cc1F)S(=O)(=O)NCC1CCCNC1
ab_enamine365,COC(=O)NCC(=O)N1CCCC(C1)C(=O)NCCNC(=O)C
ab_enamine366,NS(=O)(=O)c1cc(co1)C(=O)N1CCC2(C1)CCCNC2
ab_enamine367,Cc1ccc(cc1C(=O)O)S(=O)(=O)Nc1ccn(C)n1
ab_enamine368,COc1ccc(cc1NS(=O)(=O)c1cc(cs1)C(=O)O)[N+](=O)[O-]
ab_enamine369,NS(=O)(=O)Cc1cccc(c1)C(=O)N1C(CC2CCCCC12)C(=O)O
ab_enamine370,CS(=O)(=O)NCC1CCCN(C1)C(=O)NC1CCN(CC1)C1CC1
ab_enamine371,CNS(=O)(=O)CCNC(=O)N1CCCN(CC1)C1CCCC1
ab_enamine372,COc1cc(C)cc(C(=O)O)c1NS(=O)(=O)c1ccco1
ab_enamine373,OC(=O)C(CC1CCOC1)NS(=O)(=O)c1cccc2nsnc12
ab_enamine374,Cc1oc(C)c(c1C(=O)O)S(=O)(=O)NC1CCN(Cc2ccc(C#N)cc2)C1=O
ab_enamine375,OC(=O)CNS(=O)(=O)c1ccc(NCc2ccco2)c(c1)[N+](=O)[O-]
ab_enamine376,CCC(CNC(=O)N1CCC(CC1)NS(=O)(=O)C)N1CCCC1
ab_enamine377,COc1cccc(c1)C(NS(=O)(=O)c1c(C)cnn1C)C(=O)O
ab_enamine378,Cc1noc(C)c1S(=O)(=O)NCC(C(=O)O)c1ccccc1
ab_enamine379,COc1ccc(NS(=O)(=O)C)cc1NC1CCC(CC1)C(=O)O
ab_enamine380,CC(C)n1nc(NS(=O)(=O)c2ccc(OCC(=O)O)c(F)c2)cc1C
ab_enamine381,OC(=O)C1N(CCOc2ccccc12)C(=O)OC1CCOC1
ab_enamine382,NS(=O)(=O)c1cc2cc(sc2s1)C(=O)NC1(CC1)C(=O)O
ab_enamine383,CNS(=O)(=O)c1ccccc1N1CCN(CC1)C(=O)CC(C)CC(=O)O
ab_enamine384,OC(=O)C1CN(C(=O)C1)c1ccc(cc1)S(=O)(=O)Nc1ccc(F)c(c1)[N+](=O)[O-]
ab_enamine385,COC(C)CS(=O)(=O)Nc1ccc(Cl)c(c1)C(=O)O
ab_enamine386,OC(=O)C(Cc1ccncc1)NS(=O)(=O)c1cccc2OCCCOc12
ab_enamine387,CCS(=O)(=O)NCCCNC1C2CCCOC2C1(C)C
ab_enamine388,OC(=O)Cc1cccc(NS(=O)(=O)CC2CCCCO2)c1
ab_enamine389,OC(=O)c1ccc(cc1Cl)S(=O)(=O)Nc1cccc(CN2C(=O)CNC2=O)c1
ab_enamine390,CN(C)CC1CCN(C1)S(=O)(=O)c1ccc(cc1)S(=O)(=O)N
ab_enamine391,OC(=O)C1(CCOC1)NS(=O)(=O)c1cc(F)cc(Cl)c1
ab_enamine392,OC(=O)Cc1ccccc1CNS(=O)(=O)c1cncc(F)c1
ab_enamine393,Cl.Nc1ncc(Cl)cc1S(=O)(=O)NCC1CCCNC1
ab_enamine394,Cl.CCc1noc2ncc(cc12)S(=O)(=O)NCC1(COC)CCNCC1
ab_enamine395,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O
ab_enamine396,CN(C)S(=O)(=O)c1cc(C(=O)NS(=O)(=O)C)n(C)c1
ab_enamine397,Cl.COC(=O)c1c(C)oc(C)c1S(=O)(=O)NCCCN
ab_enamine398,OC(=O)c1c(F)cccc1NS(=O)(=O)c1c[nH]c2ncccc12
ab_enamine399,Cc1cnn(C)c1S(=O)(=O)Nc1ccc(F)cc1C(=O)O
ab_enamine400,OC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)c1cnc2CCCn12
ab_enamine401,CN(CCN(C)C(=O)C1CCCN(C1)S(=O)(=O)N)C1CC1
ab_enamine402,OC(=O)c1ccc(cc1)S(=O)(=O)Nc1cnn(CC(F)(F)F)c1
ab_enamine403,C[C@@H](NS(=O)(=O)c1ccc(OCC(F)F)cc1)C(=O)O
ab_enamine404,Cn1cc(CCCNS(=O)(=O)c2cc(C(=O)O)c(Cl)o2)cn1
ab_enamine405,COC(=O)N1CCCC(C1)NC(=O)NC1CC(C)(C)NC(C)(C)C1
ab_enamine406,CS(=O)(=O)NC1CCCCC1CNCC1=CCCOC1
ab_enamine407,CC1CCCN(C1CN)C(=O)C1CN(C(=O)C1)c1cccc(c1)S(=O)(=O)N
ab_enamine408,Cc1ccc(c(Cl)c1)S(=O)(=O)NC(Cn1cncn1)C(=O)O
ab_enamine409,COCn1nc(C)c(c1C)S(=O)(=O)Nc1cc(C)cc(F)c1C(=O)O
ab_enamine410,COc1cccc(C(=O)O)c1NS(=O)(=O)CCC1CC1
ab_enamine411,OC(=O)CN1C(=O)C(F)(F)c2cc(ccc12)[N+](=O)[O-]
ab_enamine412,CCn1cc(cn1)S(=O)(=O)NC1(CC(=O)O)CCCCC1
ab_enamine413,Cl.CC1CN(C(C)CO1)S(=O)(=O)NC1CCCNC1
ab_enamine414,Cl.Cn1ncnc1COc1ccc(cc1)S(=O)(=O)NCC1CCCNC1
ab_enamine415,CC(C)n1cnc(c1)S(=O)(=O)N[C@@H](CC1CC1)C(=O)O
ab_enamine416,CCNS(=O)(=O)c1ccc(CNC(=O)C(C)(C)C(=O)O)cc1
ab_enamine417,CCNS(=O)(=O)c1cccc(c1)C(=O)N(CC)CC(C)C(=O)O
ab_enamine418,CNS(=O)(=O)c1cccc(CNC(=O)[C@@H]2C[C@H]2C2CCNCC2)c1
ab_enamine419,OC(=O)CCCc1ccc(NS(=O)(=O)N2CCC2)cc1
ab_enamine420,Cc1cc(F)c(cc1F)S(=O)(=O)NC1(CC(=O)O)CCOC1
ab_enamine421,OC(=O)c1cc2CN(CCc2[nH]c1=O)C(=O)OCC1CCCCC1
ab_enamine422,OC(=O)Cc1cccc(NS(=O)(=O)c2cccc3OCCOc23)c1
ab_enamine423,NC(=O)c1cccc(CNS(=O)(=O)c2ccc(cc2)C(=O)O)c1
ab_enamine424,CC1OCCC1S(=O)(=O)N[C@H](Cc1ccccc1)C(=O)O
ab_enamine425,Cc1cc(cc(c1C)S(=O)(=O)N)C(=O)N(CCC(=O)O)CC1CCCO1
ab_enamine426,CC(C)CNS(=O)(=O)c1ccc(CNC(=O)N2CCC(C2)C(=O)O)cc1
ab_enamine427,CCOC(=O)N1CCC(CC1)N=C(N)NCc1ccccn1
ab_enamine428,OC(=O)c1cc(F)c(F)cc1NS(=O)(=O)c1cncc(F)c1
ab_enamine429,CCNS(=O)(=O)c1ccc(NC(=O)C2C(C3CC2C=C3)C(=O)O)cc1
ab_enamine430,COc1ccc(cc1)C1CC(=NN1C(=O)CCC(=O)O)c1ccccc1NS(=O)(=O)C
ab_enamine431,COc1cc(cc(NS(=O)(=O)c2cn3C(C)CCCc3n2)c1OC)C(=O)O
ab_enamine432,CC(C)C(CNS(=O)(=O)c1cc(ccc1C)S(=O)(=O)C)C(=O)O
ab_enamine433,CC1CCC(CNS(=O)(=O)c2c[nH]c(c2)C(=O)N2CCCC2)(CC(=O)O)C1
ab_enamine434,OC(=O)C1(CNS(=O)(=O)c2ccc3ncsc3c2)CCOCC1
